Found shorter combination to 9 20 with  
Found shorter combination to 41 15 with  
Found shorter combination to 108 20 with  
Found shorter combination to 104 55 with 34C3_kLB 
Found shorter combination to 9 45 with 34C3_kLB 
Found shorter combination to 207 45 with 34C3_yLB 
Found shorter combination to 174 15 with 34C3_.LB 
Found shorter combination to 119 5 with 34C3_.LB 
Found shorter combination to 16 55 with 34C3_iMB 
Found shorter combination to 166 5 with 34C3_iMB 
Found shorter combination to 195 45 with 34C3_kMB 
Found shorter combination to 190 45 with 34C3_qMB 
Found shorter combination to 40 15 with 34C3_MNB 
Found shorter combination to 181 45 with 34C3_AOB 
Found shorter combination to 17 15 with 34C3_BOB 
Found shorter combination to 207 55 with 34C3_COB 
Found shorter combination to 70 55 with 34C3_aOB 
Found shorter combination to 178 45 with 34C3_aOB 
Found shorter combination to 252 55 with 34C3_"QB 
Found shorter combination to 203 45 with 34C3_"QB 
Found shorter combination to 37 55 with 34C3_rRB 
Found shorter combination to 49 45 with 34C3_rRB 
Found shorter combination to 200 55 with 34C3_TSB 
Found shorter combination to 86 5 with 34C3_dSB 
Found shorter combination to 144 45 with 34C3_dTB 
Found shorter combination to 173 5 with 34C3_wVB 
Found shorter combination to 112 55 with 34C3_YXB 
Found shorter combination to 162 5 with 34C3_hXB 
Found shorter combination to 117 55 with 34C3_dZB 
Found shorter combination to 193 15 with 34C3_PcB 
Found shorter combination to 225 45 with 34C3_PcB 
Found shorter combination to 14 15 with 34C3_edB 
Found shorter combination to 185 45 with 34C3_edB 
Found shorter combination to 253 55 with 34C3_XjB 
Found shorter combination to 150 15 with 34C3_zkB 
Found shorter combination to 178 55 with 34C3_dpB 
Found shorter combination to 151 55 with 34C3_kpB 
Found shorter combination to 136 55 with 34C3_W7B 
Found shorter combination to 246 55 with 34C3_ZoB 
Found shorter combination to 126 45 with 34C3_ZoB 
Found shorter combination to 81 75 with 34C3_BAC 
Found shorter combination to 15 30 with 34C3_BAC 
Found shorter combination to 72 75 with 34C3_CAC 
Found shorter combination to 201 30 with 34C3_GAC 
Found shorter combination to 10 70 with 34C3_HAC 
Found shorter combination to 211 70 with 34C3_JAC 
Found shorter combination to 158 35 with 34C3_SAC 
Found shorter combination to 92 75 with 34C3_WAC 
Found shorter combination to 256 70 with 34C3_WAC 
Found shorter combination to 213 30 with 34C3_YAC 
Found shorter combination to 11 70 with 34C3_aAC 
Found shorter combination to 93 35 with 34C3_gAC 
Found shorter combination to 51 75 with 34C3_kAC 
Found shorter combination to 220 35 with 34C3_nAC 
Found shorter combination to 34 30 with 34C3_qAC 
Found shorter combination to 173 35 with 34C3_wAC 
Found shorter combination to 15 35 with 34C3_yAC 
Found shorter combination to 229 70 with 34C3_zAC 
Found shorter combination to 89 75 with 34C3_0AC 
Found shorter combination to 201 35 with 34C3_4AC 
Found shorter combination to 166 75 with 34C3_.AC 
Found shorter combination to 108 35 with 34C3_ABC 
Found shorter combination to 188 35 with 34C3_CBC 
Found shorter combination to 194 35 with 34C3_FBC 
Found shorter combination to 61 35 with 34C3_LBC 
Found shorter combination to 181 75 with 34C3_SBC 
Found shorter combination to 141 35 with 34C3_XBC 
Found shorter combination to 117 35 with 34C3_ZBC 
Found shorter combination to 61 30 with 34C3_bBC 
Found shorter combination to 93 30 with 34C3_eBC 
Found shorter combination to 149 75 with 34C3_gBC 
Found shorter combination to 32 30 with 34C3_gBC 
Found shorter combination to 76 35 with 34C3_iBC 
Found shorter combination to 57 35 with 34C3_nBC 
Found shorter combination to 248 75 with 34C3_wBC 
Found shorter combination to 48 75 with 34C3_xBC 
Found shorter combination to 40 75 with 34C3_yBC 
Found shorter combination to 252 70 with 34C3_0BC 
Found shorter combination to 74 75 with 34C3_2BC 
Found shorter combination to 138 35 with 34C3_7BC 
Found shorter combination to 144 70 with 34C3_BCC 
Found shorter combination to 197 35 with 34C3_CCC 
Found shorter combination to 202 35 with 34C3_NCC 
Found shorter combination to 42 75 with 34C3_OCC 
Found shorter combination to 162 35 with 34C3_UCC 
Found shorter combination to 256 75 with 34C3_VCC 
Found shorter combination to 119 35 with 34C3_eCC 
Found shorter combination to 203 75 with 34C3_rCC 
Found shorter combination to 104 70 with 34C3_xCC 
Found shorter combination to 203 70 with 34C3_zCC 
Found shorter combination to 202 30 with 34C3_3CC 
Found shorter combination to 51 70 with 34C3_4CC 
Found shorter combination to 211 75 with 34C3_9CC 
Found shorter combination to 12 70 with 34C3_9CC 
Found shorter combination to 185 75 with 34C3_.CC 
Found shorter combination to 242 70 with 34C3_.CC 
Found shorter combination to 87 35 with 34C3_KDC 
Found shorter combination to 92 35 with 34C3_LDC 
Found shorter combination to 230 75 with 34C3_MDC 
Found shorter combination to 166 30 with 34C3_XDC 
Found shorter combination to 72 35 with 34C3_YDC 
Found shorter combination to 178 70 with 34C3_YDC 
Found shorter combination to 158 30 with 34C3_bDC 
Found shorter combination to 225 35 with 34C3_nDC 
Found shorter combination to 75 30 with 34C3_nDC 
Found shorter combination to 57 30 with 34C3_pDC 
Found shorter combination to 86 30 with 34C3_rDC 
Found shorter combination to 49 75 with 34C3_wDC 
Found shorter combination to 25 70 with 34C3_wDC 
Found shorter combination to 40 30 with 34C3_2DC 
Found shorter combination to 75 35 with 34C3_AEC 
Found shorter combination to 233 35 with 34C3_CEC 
Found shorter combination to 173 30 with 34C3_GEC 
Found shorter combination to 179 75 with 34C3_HEC 
Found shorter combination to 84 30 with 34C3_HEC 
Found shorter combination to 137 75 with 34C3_OEC 
Found shorter combination to 241 30 with 34C3_OEC 
Found shorter combination to 197 30 with 34C3_REC 
Found shorter combination to 37 70 with 34C3_TEC 
Found shorter combination to 194 75 with 34C3_ZEC 
Found shorter combination to 51 35 with 34C3_bEC 
Found shorter combination to 79 75 with 34C3_gEC 
Found shorter combination to 148 35 with 34C3_lEC 
Found shorter combination to 150 30 with 34C3_lEC 
Found shorter combination to 86 35 with 34C3_qEC 
Found shorter combination to 47 75 with 34C3_rEC 
Found shorter combination to 171 75 with 34C3_8EC 
Found shorter combination to 136 70 with 34C3_BFC 
Found shorter combination to 9 70 with 34C3_CFC 
Found shorter combination to 194 70 with 34C3_DFC 
Found shorter combination to 249 75 with 34C3_JFC 
Found shorter combination to 138 30 with 34C3_MFC 
Found shorter combination to 190 75 with 34C3_TFC 
Found shorter combination to 242 75 with 34C3_WFC 
Found shorter combination to 81 70 with 34C3_WFC 
Found shorter combination to 191 35 with 34C3_ZFC 
Found shorter combination to 106 75 with 34C3_bFC 
Found shorter combination to 131 30 with 34C3_hFC 
Found shorter combination to 12 75 with 34C3_wFC 
Found shorter combination to 73 35 with 34C3_4FC 
Found shorter combination to 161 70 with 34C3_4FC 
Found shorter combination to 175 30 with 34C3_9FC 
Found shorter combination to 229 75 with 34C3_HGC 
Found shorter combination to 63 35 with 34C3_OGC 
Found shorter combination to 166 35 with 34C3_WGC 
Found shorter combination to 195 70 with 34C3_WGC 
Found shorter combination to 223 70 with 34C3_lGC 
Found shorter combination to 258 75 with 34C3_pGC 
Found shorter combination to 24 75 with 34C3_yGC 
Found shorter combination to 116 75 with 34C3_AHC 
Found shorter combination to 230 70 with 34C3_AHC 
Found shorter combination to 239 35 with 34C3_CHC 
Found shorter combination to 84 35 with 34C3_IHC 
Found shorter combination to 36 70 with 34C3_IHC 
Found shorter combination to 76 30 with 34C3_MHC 
Found shorter combination to 159 35 with 34C3_QHC 
Found shorter combination to 177 75 with 34C3_THC 
Found shorter combination to 44 75 with 34C3_dHC 
Found shorter combination to 223 75 with 34C3_qHC 
Found shorter combination to 206 35 with 34C3_4HC 
Found shorter combination to 144 75 with 34C3_.HC 
Found shorter combination to 241 35 with 34C3_HIC 
Found shorter combination to 51 30 with 34C3_QIC 
Found shorter combination to 167 75 with 34C3_WIC 
Found shorter combination to 117 30 with 34C3_WIC 
Found shorter combination to 161 75 with 34C3_YIC 
Found shorter combination to 68 75 with 34C3_7IC 
Found shorter combination to 170 70 with 34C3_BJC 
Found shorter combination to 225 30 with 34C3_FJC 
Found shorter combination to 66 70 with 34C3__JC 
Found shorter combination to 225 75 with 34C3_kJC 
Found shorter combination to 67 75 with 34C3_rJC 
Found shorter combination to 121 35 with 34C3_2JC 
Found shorter combination to 106 70 with 34C3_2JC 
Found shorter combination to 131 35 with 34C3_4JC 
Found shorter combination to 120 75 with 34C3_9JC 
Found shorter combination to 126 75 with 34C3_"JC 
Found shorter combination to 36 75 with 34C3_.JC 
Found shorter combination to 9 75 with 34C3_JKC 
Found shorter combination to 25 75 with 34C3_LKC 
Found shorter combination to 176 35 with 34C3_jKC 
Found shorter combination to 175 35 with 34C3_pKC 
Found shorter combination to 104 75 with 34C3_kLC 
Found shorter combination to 117 70 with 34C3_8LC 
Found shorter combination to 191 30 with 34C3_"LC 
Found shorter combination to 174 35 with 34C3_.LC 
Found shorter combination to 16 75 with 34C3_iMC 
Found shorter combination to 40 70 with 34C3_rMC 
Found shorter combination to 195 75 with 34C3_wMC 
Found shorter combination to 108 30 with 34C3_INC 
Found shorter combination to 40 35 with 34C3_MNC 
Found shorter combination to 44 70 with 34C3_2NC 
Found shorter combination to 17 35 with 34C3_BOC 
Found shorter combination to 207 75 with 34C3_COC 
Found shorter combination to 66 75 with 34C3_SOC 
Found shorter combination to 70 75 with 34C3_aOC 
Found shorter combination to 19 75 with 34C3_DPC 
Found shorter combination to 48 70 with 34C3_UPC 
Found shorter combination to 10 75 with 34C3_nPC 
Found shorter combination to 239 30 with 34C3_nPC 
Found shorter combination to 190 35 with 34C3_EQC 
Found shorter combination to 32 35 with 34C3_jQC 
Found shorter combination to 252 75 with 34C3_"QC 
Found shorter combination to 37 75 with 34C3_rRC 
Found shorter combination to 200 75 with 34C3_TSC 
Found shorter combination to 177 70 with 34C3_RTC 
Found shorter combination to 125 35 with 34C3_VTC 
Found shorter combination to 170 75 with 34C3_dTC 
Found shorter combination to 11 75 with 34C3_HVC 
Found shorter combination to 34 35 with 34C3_bVC 
Found shorter combination to 137 70 with 34C3_wVC 
Found shorter combination to 112 75 with 34C3_YXC 
Found shorter combination to 166 70 with 34C3_TYC 
Found shorter combination to 117 75 with 34C3_dZC 
Found shorter combination to 146 75 with 34C3_R_C 
Found shorter combination to 193 35 with 34C3_PcC 
Found shorter combination to 14 35 with 34C3_edC 
Found shorter combination to 205 35 with 34C3_geC 
Found shorter combination to 139 35 with 34C3_meC 
Found shorter combination to 45 35 with 34C3_IiC 
Found shorter combination to 253 75 with 34C3_XjC 
Found shorter combination to 258 70 with 34C3_XjC 
Found shorter combination to 150 35 with 34C3_zkC 
Found shorter combination to 178 75 with 34C3_dpC 
Found shorter combination to 151 75 with 34C3_kpC 
Found shorter combination to 136 75 with 34C3_W7C 
Found shorter combination to 246 75 with 34C3_ZoC 
Found shorter combination to 256 60 with 34C3_WAE 
Found shorter combination to 144 60 with 34C3_BCE 
Found shorter combination to 166 20 with 34C3_XDE 
Found shorter combination to 75 20 with 34C3_nDE 
Found shorter combination to 241 20 with 34C3_OEE 
Found shorter combination to 258 60 with 34C3_XjE 
Found shorter combination to 81 40 with 34C3_BAF 
Found shorter combination to 72 40 with 34C3_CAF 
Found shorter combination to 223 45 with 34C3_HAF 
Found shorter combination to 158 0 with 34C3_SAF 
Found shorter combination to 92 40 with 34C3_WAF 
Found shorter combination to 252 45 with 34C3_dAF 
Found shorter combination to 93 0 with 34C3_gAF 
Found shorter combination to 51 40 with 34C3_kAF 
Found shorter combination to 79 45 with 34C3_lAF 
Found shorter combination to 220 0 with 34C3_nAF 
Found shorter combination to 208 5 with 34C3_nAF 
Found shorter combination to 173 0 with 34C3_wAF 
Found shorter combination to 15 0 with 34C3_yAF 
Found shorter combination to 57 5 with 34C3_yAF 
Found shorter combination to 89 40 with 34C3_0AF 
Found shorter combination to 201 0 with 34C3_4AF 
Found shorter combination to 166 40 with 34C3_.AF 
Found shorter combination to 108 0 with 34C3_ABF 
Found shorter combination to 188 0 with 34C3_CBF 
Found shorter combination to 194 0 with 34C3_FBF 
Found shorter combination to 61 0 with 34C3_LBF 
Found shorter combination to 36 45 with 34C3_QBF 
Found shorter combination to 181 40 with 34C3_SBF 
Found shorter combination to 74 45 with 34C3_WBF 
Found shorter combination to 141 0 with 34C3_XBF 
Found shorter combination to 117 0 with 34C3_ZBF 
Found shorter combination to 149 40 with 34C3_gBF 
Found shorter combination to 76 0 with 34C3_iBF 
Found shorter combination to 57 0 with 34C3_nBF 
Found shorter combination to 248 40 with 34C3_wBF 
Found shorter combination to 48 40 with 34C3_xBF 
Found shorter combination to 37 45 with 34C3_xBF 
Found shorter combination to 40 40 with 34C3_yBF 
Found shorter combination to 74 40 with 34C3_2BF 
Found shorter combination to 138 0 with 34C3_7BF 
Found shorter combination to 197 0 with 34C3_CCF 
Found shorter combination to 87 5 with 34C3_HCF 
Found shorter combination to 197 5 with 34C3_ICF 
Found shorter combination to 170 45 with 34C3_MCF 
Found shorter combination to 202 0 with 34C3_NCF 
Found shorter combination to 42 40 with 34C3_OCF 
Found shorter combination to 162 0 with 34C3_UCF 
Found shorter combination to 256 40 with 34C3_VCF 
Found shorter combination to 120 45 with 34C3_XCF 
Found shorter combination to 125 5 with 34C3_ZCF 
Found shorter combination to 211 45 with 34C3_cCF 
Found shorter combination to 119 0 with 34C3_eCF 
Found shorter combination to 108 5 with 34C3_lCF 
Found shorter combination to 203 40 with 34C3_rCF 
Found shorter combination to 159 5 with 34C3_3CF 
Found shorter combination to 211 40 with 34C3_9CF 
Found shorter combination to 185 40 with 34C3_.CF 
Found shorter combination to 213 0 with 34C3_GDF 
Found shorter combination to 87 0 with 34C3_KDF 
Found shorter combination to 92 0 with 34C3_LDF 
Found shorter combination to 230 40 with 34C3_MDF 
Found shorter combination to 72 0 with 34C3_YDF 
Found shorter combination to 161 45 with 34C3_hDF 
Found shorter combination to 225 0 with 34C3_nDF 
Found shorter combination to 49 40 with 34C3_wDF 
Found shorter combination to 75 0 with 34C3_AEF 
Found shorter combination to 136 45 with 34C3_AEF 
Found shorter combination to 233 0 with 34C3_CEF 
Found shorter combination to 63 5 with 34C3_DEF 
Found shorter combination to 179 40 with 34C3_HEF 
Found shorter combination to 137 40 with 34C3_OEF 
Found shorter combination to 194 40 with 34C3_ZEF 
Found shorter combination to 51 0 with 34C3_bEF 
Found shorter combination to 79 40 with 34C3_gEF 
Found shorter combination to 148 0 with 34C3_lEF 
Found shorter combination to 86 0 with 34C3_qEF 
Found shorter combination to 47 40 with 34C3_rEF 
Found shorter combination to 171 40 with 34C3_8EF 
Found shorter combination to 206 5 with 34C3_AFF 
Found shorter combination to 208 0 with 34C3_BFF 
Found shorter combination to 249 40 with 34C3_JFF 
Found shorter combination to 121 5 with 34C3_LFF 
Found shorter combination to 190 40 with 34C3_TFF 
Found shorter combination to 242 40 with 34C3_WFF 
Found shorter combination to 191 0 with 34C3_ZFF 
Found shorter combination to 106 40 with 34C3_bFF 
Found shorter combination to 12 40 with 34C3_wFF 
Found shorter combination to 117 45 with 34C3_xFF 
Found shorter combination to 73 0 with 34C3_4FF 
Found shorter combination to 229 40 with 34C3_HGF 
Found shorter combination to 63 0 with 34C3_OGF 
Found shorter combination to 166 0 with 34C3_WGF 
Found shorter combination to 258 40 with 34C3_pGF 
Found shorter combination to 24 40 with 34C3_yGF 
Found shorter combination to 116 40 with 34C3_AHF 
Found shorter combination to 239 0 with 34C3_CHF 
Found shorter combination to 84 0 with 34C3_IHF 
Found shorter combination to 159 0 with 34C3_QHF 
Found shorter combination to 177 40 with 34C3_THF 
Found shorter combination to 44 40 with 34C3_dHF 
Found shorter combination to 223 40 with 34C3_qHF 
Found shorter combination to 206 0 with 34C3_4HF 
Found shorter combination to 144 40 with 34C3_.HF 
Found shorter combination to 233 5 with 34C3_.HF 
Found shorter combination to 241 0 with 34C3_HIF 
Found shorter combination to 167 40 with 34C3_WIF 
Found shorter combination to 161 40 with 34C3_YIF 
Found shorter combination to 75 5 with 34C3_YIF 
Found shorter combination to 68 40 with 34C3_7IF 
Found shorter combination to 225 40 with 34C3_kJF 
Found shorter combination to 194 45 with 34C3_kJF 
Found shorter combination to 67 40 with 34C3_rJF 
Found shorter combination to 121 0 with 34C3_2JF 
Found shorter combination to 131 0 with 34C3_4JF 
Found shorter combination to 120 40 with 34C3_9JF 
Found shorter combination to 126 40 with 34C3_"JF 
Found shorter combination to 36 40 with 34C3_.JF 
Found shorter combination to 9 40 with 34C3_JKF 
Found shorter combination to 25 40 with 34C3_LKF 
Found shorter combination to 176 0 with 34C3_jKF 
Found shorter combination to 175 0 with 34C3_pKF 
Found shorter combination to 104 40 with 34C3_kLF 
Found shorter combination to 174 0 with 34C3_.LF 
Found shorter combination to 16 40 with 34C3_iMF 
Found shorter combination to 195 40 with 34C3_wMF 
Found shorter combination to 40 0 with 34C3_MNF 
Found shorter combination to 175 5 with 34C3_TNF 
Found shorter combination to 116 45 with 34C3_iNF 
Found shorter combination to 17 0 with 34C3_BOF 
Found shorter combination to 207 40 with 34C3_COF 
Found shorter combination to 66 40 with 34C3_SOF 
Found shorter combination to 70 40 with 34C3_aOF 
Found shorter combination to 19 40 with 34C3_DPF 
Found shorter combination to 10 40 with 34C3_nPF 
Found shorter combination to 229 45 with 34C3_xPF 
Found shorter combination to 190 0 with 34C3_EQF 
Found shorter combination to 32 0 with 34C3_jQF 
Found shorter combination to 252 40 with 34C3_"QF 
Found shorter combination to 37 40 with 34C3_rRF 
Found shorter combination to 200 40 with 34C3_TSF 
Found shorter combination to 174 5 with 34C3_RTF 
Found shorter combination to 125 0 with 34C3_VTF 
Found shorter combination to 170 40 with 34C3_dTF 
Found shorter combination to 11 40 with 34C3_HVF 
Found shorter combination to 34 0 with 34C3_bVF 
Found shorter combination to 112 40 with 34C3_YXF 
Found shorter combination to 117 40 with 34C3_dZF 
Found shorter combination to 11 45 with 34C3_dZF 
Found shorter combination to 146 40 with 34C3_R_F 
Found shorter combination to 193 0 with 34C3_PcF 
Found shorter combination to 14 0 with 34C3_edF 
Found shorter combination to 205 0 with 34C3_geF 
Found shorter combination to 139 0 with 34C3_meF 
Found shorter combination to 230 45 with 34C3_meF 
Found shorter combination to 45 0 with 34C3_IiF 
Found shorter combination to 253 40 with 34C3_XjF 
Found shorter combination to 150 0 with 34C3_zkF 
Found shorter combination to 178 40 with 34C3_dpF 
Found shorter combination to 151 40 with 34C3_kpF 
Found shorter combination to 136 40 with 34C3_W7F 
Found shorter combination to 246 40 with 34C3_ZoF 
Found shorter combination to 72 60 with 34C3_iAG 
Found shorter combination to 148 20 with 34C3_IBG 
Found shorter combination to 190 60 with 34C3_qMG 
Found shorter combination to 141 5 with 34C3_XBI 
Found shorter combination to 213 5 with 34C3_GDI 
Found shorter combination to 92 5 with 34C3_LDI 
Found shorter combination to 242 45 with 34C3_WFI 
Found shorter combination to 12 45 with 34C3_wFI 
Found shorter combination to 190 5 with 34C3_EQI 
Found shorter combination to 200 45 with 34C3_TSI 
